time;V(/VoutN)1;V(/VoutP)1;V(/BiasOut)1;a
0,0055728;0,416499;-0,426849;-0,0299633;
0,0055828;0,419916;-0,430242;-0,0302006;
0,0055928;0,423312;-0,433615;-0,0304366;
0,0056028;0,426688;-0,436967;-0,0306713;
0,0056128;0,430043;-0,440299;-0,0309048;
0,0056228;0,433377;-0,443611;-0,0311369;
0,0056328;0,436689;-0,446902;-0,0313677;
0,0056428;0,43998;-0,450172;-0,0315972;
0,0056528;0,44325;-0,453421;-0,0318253;
0,0056628;0,446498;-0,456649;-0,0320521;
0,0056728;0,449724;-0,459856;-0,0322776;
0,0056828;0,452928;-0,463041;-0,0325016;
0,0056928;0,45611;-0,466205;-0,0327243;
0,0057028;0,45927;-0,469347;-0,0329456;
0,0057128;0,462407;-0,472467;-0,0331655;
0,0057228;0,465521;-0,475565;-0,0333839;
0,0057328;0,468613;-0,47864;-0,033601;
0,0057428;0,471682;-0,481694;-0,0338166;
0,0057528;0,474728;-0,484724;-0,0340307;
0,0057628;0,477751;-0,487733;-0,0342434;
0,0057728;0,48075;-0,490718;-0,0344546;
0,0057828;0,483726;-0,493681;-0,0346644;
0,0057928;0,486679;-0,49662;-0,0348727;
0,0058028;0,489607;-0,499536;-0,0350794;
0,0058128;0,492512;-0,502429;-0,0352847;
0,0058228;0,495392;-0,505298;-0,0354884;
0,0058328;0,498249;-0,508144;-0,0356907;
0,0058428;0,501081;-0,510966;-0,0358913;
0,0058528;0,503888;-0,513764;-0,0360905;
0,0058628;0,506672;-0,516538;-0,036288;
0,0058728;0,50943;-0,519288;-0,0364841;
0,0058828;0,512163;-0,522014;-0,0366785;
0,0058928;0,514872;-0,524715;-0,0368713;
0,0059028;0,517555;-0,527392;-0,0370626;
0,0059128;0,520214;-0,530044;-0,0372523;
0,0059228;0,522846;-0,532671;-0,0374403;
0,0059328;0,525454;-0,535273;-0,0376267;
0,0059428;0,528035;-0,53785;-0,0378115;
0,0059528;0,530591;-0,540402;-0,0379947;
0,0059628;0,533122;-0,542929;-0,0381762;
0,0059728;0,535626;-0,54543;-0,038356;
0,0059828;0,538104;-0,547906;-0,0385342;
0,0059928;0,540556;-0,550356;-0,0387107;
0,0060028;0,542981;-0,55278;-0,0388855;
0,0060128;0,54538;-0,555179;-0,0390587;
0,0060228;0,547753;-0,557551;-0,0392301;
0,0060328;0,550098;-0,559897;-0,0393998;
0,0060428;0,552417;-0,562217;-0,0395678;
0,0060528;0,55471;-0,564511;-0,0397341;
0,0060628;0,556975;-0,566778;-0,0398987;
0,0060728;0,559213;-0,569019;-0,0400615;
0,0060828;0,561423;-0,571233;-0,0402226;
0,0060928;0,563607;-0,57342;-0,0403819;
0,0061028;0,565763;-0,575581;-0,0405394;
0,0061128;0,567891;-0,577714;-0,0406952;
0,0061228;0,569992;-0,57982;-0,0408492;
0,0061328;0,572065;-0,581899;-0,0410014;
0,0061428;0,57411;-0,583951;-0,0411518;
0,0061528;0,576128;-0,585976;-0,0413005;
0,0061628;0,578117;-0,587973;-0,0414473;
0,0061728;0,580078;-0,589942;-0,0415923;
0,0061828;0,582011;-0,591884;-0,0417354;
0,0061928;0,583916;-0,593798;-0,0418768;
0,0062028;0,585792;-0,595684;-0,0420163;
0,0062128;0,587639;-0,597542;-0,0421539;
0,0062228;0,589459;-0,599372;-0,0422897;
0,0062328;0,591249;-0,601174;-0,0424237;
0,0062428;0,593011;-0,602948;-0,0425558;
0,0062528;0,594743;-0,604694;-0,042686;
0,0062628;0,596447;-0,606411;-0,0428144;
0,0062728;0,598122;-0,608099;-0,0429408;
0,0062828;0,599768;-0,60976;-0,0430654;
0,0062928;0,601385;-0,611391;-0,0431881;
0,0063028;0,602972;-0,612994;-0,0433089;
0,0063128;0,60453;-0,614568;-0,0434278;
0,0063228;0,606059;-0,616113;-0,0435447;
0,0063328;0,607558;-0,61763;-0,0436598;
0,0063428;0,609028;-0,619117;-0,0437729;
0,0063528;0,610468;-0,620575;-0,0438841;
0,0063628;0,611878;-0,622005;-0,0439934;
0,0063728;0,613259;-0,623404;-0,0441007;
0,0063828;0,61461;-0,624775;-0,0442061;
0,0063928;0,615931;-0,626117;-0,0443095;
0,0064028;0,617222;-0,627429;-0,044411;
0,0064128;0,618483;-0,628711;-0,0445105;
0,0064228;0,619714;-0,629964;-0,044608;
0,0064328;0,620915;-0,631187;-0,0447036;
0,0064428;0,622086;-0,632381;-0,0447972;
0,0064528;0,623226;-0,633545;-0,0448888;
0,0064628;0,624336;-0,63468;-0,0449785;
0,0064728;0,625416;-0,635784;-0,0450661;
0,0064828;0,626466;-0,636859;-0,0451518;
0,0064928;0,627485;-0,637904;-0,0452354;
0,0065028;0,628473;-0,638918;-0,0453171;
0,0065128;0,629431;-0,639903;-0,0453967;
0,0065228;0,630359;-0,640858;-0,0454744;
0,0065328;0,631255;-0,641783;-0,04555;
0,0065428;0,632122;-0,642677;-0,0456236;
0,0065528;0,632957;-0,643542;-0,0456952;
0,0065628;0,633762;-0,644376;-0,0457648;
0,0065728;0,634536;-0,64518;-0,0458324;
0,0065828;0,635279;-0,645953;-0,0458979;
0,0065928;0,635991;-0,646696;-0,0459613;
0,0066028;0,636672;-0,647409;-0,0460228;
0,0066128;0,637322;-0,648091;-0,0460822;
0,0066228;0,637942;-0,648743;-0,0461396;
0,0066328;0,63853;-0,649365;-0,0461949;
0,0066428;0,639088;-0,649956;-0,0462481;
0,0066528;0,639614;-0,650516;-0,0462993;
0,0066628;0,640109;-0,651046;-0,0463485;
0,0066728;0,640574;-0,651546;-0,0463956;
0,0066828;0,641007;-0,652014;-0,0464406;
0,0066928;0,641409;-0,652452;-0,0464836;
0,0067028;0,641779;-0,65286;-0,0465245;
0,0067128;0,642119;-0,653236;-0,0465634;
0,0067228;0,642427;-0,653582;-0,0466001;
0,0067328;0,642705;-0,653898;-0,0466349;
0,0067428;0,642951;-0,654182;-0,0466675;
0,0067528;0,643165;-0,654436;-0,0466981;
0,0067628;0,643349;-0,654659;-0,0467265;
0,0067728;0,643501;-0,654852;-0,046753;
0,0067828;0,643622;-0,655013;-0,0467773;
0,0067928;0,643712;-0,655144;-0,0467995;
0,0068028;0,643771;-0,655244;-0,0468197;
0,0068128;0,643798;-0,655314;-0,0468378;
0,0068228;0,643794;-0,655352;-0,0468538;
0,0068328;0,643759;-0,65536;-0,0468677;
0,0068428;0,643692;-0,655337;-0,0468796;
0,0068528;0,643594;-0,655283;-0,0468893;
0,0068628;0,643465;-0,655198;-0,046897;
0,0068728;0,643305;-0,655083;-0,0469025;
0,0068828;0,643113;-0,654937;-0,046906;
0,0068928;0,642891;-0,65476;-0,0469074;
0,0069028;0,642636;-0,654552;-0,0469067;
0,0069128;0,642351;-0,654313;-0,046904;
0,0069228;0,642035;-0,654044;-0,0468991;
0,0069328;0,641687;-0,653744;-0,0468922;
0,0069428;0,641308;-0,653413;-0,0468831;
0,0069528;0,640898;-0,653052;-0,046872;
0,0069628;0,640457;-0,65266;-0,0468588;
0,0069728;0,639985;-0,652237;-0,0468435;
0,0069828;0,639482;-0,651784;-0,0468261;
0,0069928;0,638948;-0,6513;-0,0468066;
0,0070028;0,638382;-0,650785;-0,046785;
0,0070128;0,637786;-0,65024;-0,0467614;
0,0070228;0,637158;-0,649665;-0,0467356;
0,0070328;0,6365;-0,649058;-0,0467078;
0,0070428;0,635811;-0,648422;-0,0466779;
0,0070528;0,635091;-0,647755;-0,046646;
0,0070628;0,63434;-0,647057;-0,0466119;
0,0070728;0,633558;-0,646329;-0,0465758;
0,0070828;0,632745;-0,645571;-0,0465376;
0,0070928;0,631902;-0,644782;-0,0464973;
0,0071028;0,631028;-0,643963;-0,0464549;
0,0071128;0,630123;-0,643114;-0,0464105;
0,0071228;0,629188;-0,642235;-0,046364;
0,0071328;0,628222;-0,641325;-0,0463154;
0,0071428;0,627226;-0,640385;-0,0462648;
0,0071528;0,626199;-0,639416;-0,0462121;
0,0071628;0,625141;-0,638416;-0,0461573;
0,0071728;0,624054;-0,637386;-0,0461005;
0,0071828;0,622936;-0,636326;-0,0460417;
0,0071928;0,621787;-0,635237;-0,0459807;
0,0072028;0,620609;-0,634117;-0,0459178;
0,0072128;0,6194;-0,632968;-0,0458527;
0,0072228;0,618162;-0,631789;-0,0457857;
0,0072328;0,616893;-0,630581;-0,0457166;
0,0072428;0,615594;-0,629343;-0,0456454;
0,0072528;0,614265;-0,628075;-0,0455722;
0,0072628;0,612907;-0,626778;-0,045497;
0,0072728;0,611518;-0,625451;-0,0454198;
0,0072828;0,6101;-0,624095;-0,0453405;
0,0072928;0,608652;-0,62271;-0,0452592;
0,0073028;0,607175;-0,621296;-0,0451759;
0,0073128;0,605668;-0,619852;-0,0450906;
0,0073228;0,604132;-0,618379;-0,0450032;
0,0073328;0,602566;-0,616877;-0,0449139;
0,0073428;0,600971;-0,615347;-0,0448226;
0,0073528;0,599347;-0,613787;-0,0447292;
0,0073628;0,597693;-0,612199;-0,0446339;
0,0073728;0,596011;-0,610582;-0,0445365;
0,0073828;0,594299;-0,608936;-0,0444372;
0,0073928;0,592559;-0,607261;-0,0443359;
0,0074028;0,59079;-0,605559;-0,0442327;
0,0074128;0,588992;-0,603827;-0,0441274;
0,0074228;0,587165;-0,602068;-0,0440202;
0,0074328;0,58531;-0,60028;-0,043911;
0,0074428;0,583427;-0,598464;-0,0437999;
0,0074528;0,581515;-0,59662;-0,0436868;
0,0074628;0,579574;-0,594748;-0,0435718;
0,0074728;0,577606;-0,592848;-0,0434548;
0,0074828;0,575609;-0,59092;-0,0433359;
0,0074928;0,573585;-0,588965;-0,043215;
0,0075028;0,571532;-0,586982;-0,0430923;
0,0075128;0,569452;-0,584971;-0,0429676;
0,0075228;0,567344;-0,582933;-0,042841;
0,0075328;0,565208;-0,580868;-0,0427124;
0,0075428;0,563045;-0,578776;-0,042582;
0,0075528;0,560854;-0,576656;-0,0424497;
0,0075628;0,558636;-0,574509;-0,0423155;
0,0075728;0,556391;-0,572336;-0,0421794;
0,0075828;0,554119;-0,570135;-0,0420414;
0,0075928;0,55182;-0,567908;-0,0419016;
0,0076028;0,549494;-0,565654;-0,0417599;
0,0076128;0,547141;-0,563374;-0,0416163;
0,0076228;0,544761;-0,561067;-0,0414709;
0,0076328;0,542355;-0,558734;-0,0413236;
0,0076428;0,539923;-0,556375;-0,0411745;
0,0076528;0,537464;-0,55399;-0,0410236;
0,0076628;0,534979;-0,551579;-0,0408708;
0,0076728;0,532468;-0,549142;-0,0407163;
0,0076828;0,529931;-0,546679;-0,0405599;
0,0076928;0,527368;-0,544191;-0,0404017;
0,0077028;0,524779;-0,541677;-0,0402417;
0,0077128;0,522165;-0,539138;-0,0400799;
0,0077228;0,519526;-0,536574;-0,0399163;
0,0077328;0,516861;-0,533985;-0,039751;
0,0077428;0,514171;-0,53137;-0,0395839;
0,0077528;0,511455;-0,528731;-0,039415;
0,0077628;0,508715;-0,526067;-0,0392444;
0,0077728;0,50595;-0,523378;-0,039072;
0,0077828;0,50316;-0,520665;-0,0388979;
0,0077928;0,500346;-0,517928;-0,0387221;
0,0078028;0,497508;-0,515166;-0,0385446;
0,0078128;0,494645;-0,51238;-0,0383653;
0,0078228;0,491758;-0,50957;-0,0381843;
0,0078328;0,488846;-0,506737;-0,0380017;
0,0078428;0,485911;-0,503879;-0,0378174;
0,0078528;0,482953;-0,500999;-0,0376313;
0,0078628;0,47997;-0,498094;-0,0374436;
0,0078728;0,476965;-0,495167;-0,0372543;
0,0078828;0,473936;-0,492216;-0,0370633;
0,0078928;0,470883;-0,489243;-0,0368707;
0,0079028;0,467808;-0,486246;-0,0366764;
0,0079128;0,46471;-0,483227;-0,0364805;
0,0079228;0,461589;-0,480185;-0,036283;
0,0079328;0,458446;-0,477121;-0,0360838;
0,0079428;0,45528;-0,474035;-0,0358831;
0,0079528;0,452092;-0,470926;-0,0356808;
0,0079628;0,448882;-0,467796;-0,0354769;
0,0079728;0,44565;-0,464643;-0,0352715;
0,0079828;0,442396;-0,461469;-0,0350644;
0,0079928;0,43912;-0,458274;-0,0348559;
0,0080028;0,435823;-0,455057;-0,0346457;
0,0080128;0,432505;-0,451819;-0,0344341;
0,0080228;0,429165;-0,448559;-0,0342209;
0,0080328;0,425804;-0,445279;-0,0340063;
0,0080428;0,422423;-0,441978;-0,0337901;
0,0080528;0,419021;-0,438657;-0,0335724;
0,0080628;0,415598;-0,435315;-0,0333533;
0,0080728;0,412155;-0,431953;-0,0331327;
0,0080828;0,408692;-0,428571;-0,0329106;
0,0080928;0,405208;-0,425168;-0,032687;
0,0081028;0,401705;-0,421746;-0,0324621;
0,0081128;0,398182;-0,418305;-0,0322357;
0,0081228;0,39464;-0,414844;-0,0320079;
0,0081328;0,391078;-0,411363;-0,0317786;
0,0081428;0,387497;-0,407864;-0,031548;
0,0081528;0,383897;-0,404345;-0,031316;
0,0081628;0,380278;-0,400808;-0,0310826;
0,0081728;0,37664;-0,397252;-0,0308478;
0,0081828;0,372984;-0,393678;-0,0306117;
0,0081928;0,369309;-0,390085;-0,0303743;
0,0082028;0,365617;-0,386474;-0,0301355;
0,0082128;0,361906;-0,382845;-0,0298954;
0,0082228;0,358178;-0,379199;-0,0296539;
0,0082328;0,354432;-0,375535;-0,0294112;
0,0082428;0,350668;-0,371853;-0,0291672;
0,0082528;0,346887;-0,368155;-0,0289219;
0,0082628;0,343089;-0,364439;-0,0286754;
0,0082728;0,339275;-0,360706;-0,0284276;
0,0082828;0,335443;-0,356957;-0,0281785;
0,0082928;0,331595;-0,353191;-0,0279282;
0,0083028;0,327731;-0,349409;-0,0276767;
0,0083128;0,32385;-0,34561;-0,027424;
0,0083228;0,319953;-0,341796;-0,0271701;
0,0083328;0,316041;-0,337966;-0,026915;
0,0083428;0,312113;-0,33412;-0,0266588;
0,0083528;0,30817;-0,330258;-0,0264014;
0,0083628;0,304211;-0,326382;-0,0261428;
0,0083728;0,300237;-0,32249;-0,0258831;
0,0083828;0,296249;-0,318584;-0,0256223;
0,0083928;0,292245;-0,314663;-0,0253603;
0,0084028;0,288228;-0,310727;-0,0250973;
0,0084128;0,284195;-0,306777;-0,0248332;
0,0084228;0,280149;-0,302813;-0,024568;
0,0084328;0,276089;-0,298834;-0,0243017;
0,0084428;0,272016;-0,294843;-0,0240344;
0,0084528;0,267928;-0,290837;-0,023766;
0,0084628;0,263828;-0,286818;-0,0234966;
0,0084728;0,259714;-0,282786;-0,0232262;
0,0084828;0,255587;-0,278741;-0,0229549;
0,0084928;0,251448;-0,274684;-0,0226825;
0,0085028;0,247296;-0,270613;-0,0224091;
0,0085128;0,243132;-0,266531;-0,0221348;
0,0085228;0,238955;-0,262436;-0,0218595;
0,0085328;0,234767;-0,258329;-0,0215833;
0,0085428;0,230567;-0,25421;-0,0213062;
0,0085528;0,226355;-0,250079;-0,0210281;
0,0085628;0,222132;-0,245938;-0,0207492;
0,0085728;0,217898;-0,241785;-0,0204694;
0,0085828;0,213653;-0,23762;-0,0201887;
0,0085928;0,209398;-0,233445;-0,0199071;
0,0086028;0,205131;-0,22926;-0,0196247;
0,0086128;0,200855;-0,225064;-0,0193415;
0,0086228;0,196568;-0,220858;-0,0190574;
0,0086328;0,192272;-0,216642;-0,0187726;
0,0086428;0,187965;-0,212415;-0,0184869;
0,0086528;0,183649;-0,20818;-0,0182005;
0,0086628;0,179324;-0,203935;-0,0179133;
0,0086728;0,17499;-0,19968;-0,0176253;
0,0086828;0,170647;-0,195417;-0,0173366;
0,0086928;0,166295;-0,191145;-0,0170472;
0,0087028;0,161935;-0,186864;-0,0167571;
0,0087128;0,157567;-0,182575;-0,0164662;
0,0087228;0,15319;-0,178277;-0,0161747;
0,0087328;0,148806;-0,173972;-0,0158825;
0,0087428;0,144414;-0,169659;-0,0155897;
0,0087528;0,140014;-0,165338;-0,0152962;
0,0087628;0,135608;-0,16101;-0,015002;
0,0087728;0,131194;-0,156675;-0,0147073;
0,0087828;0,126774;-0,152333;-0,0144119;
0,0087928;0,122347;-0,147984;-0,014116;
0,0088028;0,117913;-0,143628;-0,0138195;
0,0088128;0,113474;-0,139266;-0,0135224;
0,0088228;0,109028;-0,134898;-0,0132248;
0,0088328;0,104577;-0,130524;-0,0129266;
0,0088428;0,10012;-0,126145;-0,0126279;
0,0088528;0,0956583;-0,12176;-0,0123287;
0,0088628;0,0911912;-0,117369;-0,012029;
0,0088728;0,0867192;-0,112974;-0,0117289;
0,0088828;0,0822426;-0,108573;-0,0114283;
0,0088928;0,0777614;-0,104168;-0,0111272;
0,0089028;0,0732761;-0,0997587;-0,0108257;
0,0089128;0,0687867;-0,095345;-0,0105237;
0,0089228;0,0642935;-0,0909272;-0,0102214;
0,0089328;0,0597967;-0,0865056;-0,00991862;
0,0089428;0,0552966;-0,0820804;-0,00961549;
0,0089528;0,0507932;-0,0776518;-0,009312;
0,0089628;0,046287;-0,0732201;-0,00900816;
0,0089728;0,0417779;-0,0687853;-0,00870397;
0,0089828;0,0372664;-0,0643478;-0,00839947;
0,0089928;0,0327526;-0,0599077;-0,00809465;
0,0090028;0,0282366;-0,0554653;-0,00778953;
0,0090128;0,0237188;-0,0510208;-0,00748414;
0,0090228;0,0191994;-0,0465744;-0,00717847;
0,0090328;0,0146785;-0,0421262;-0,00687256;
0,0090428;0,0101564;-0,0376766;-0,0065664;
0,0090528;0,00563323;-0,0332257;-0,00626002;
0,0090628;0,0011093;-0,0287737;-0,00595343;
0,0090728;-0,0034152;-0,0243209;-0,00564664;
0,0090828;-0,00794007;-0,0198675;-0,00533967;
0,0090928;-0,0124651;-0,0154136;-0,00503254;
0,0091028;-0,01699;-0,0109595;-0,00472525;
0,0091128;-0,0215147;-0,00650542;-0,00441782;
0,0091228;-0,0260388;-0,00205155;-0,00411026;
0,0091328;-0,0305623;0,0024019;-0,0038026;
0,0091428;-0,0350848;0,0068547;-0,00349484;
0,0091528;-0,0396061;0,0113067;-0,003187;
0,0091628;-0,0441261;0,0157575;-0,00287909;
0,0091728;-0,0486445;0,0202072;-0,00257112;
0,0091828;-0,0531611;0,0246553;-0,00226312;
0,0091928;-0,0576757;0,0291017;-0,0019551;
0,0092028;-0,062188;0,0335462;-0,00164706;
0,0092128;-0,0666979;0,0379886;-0,00133903;
0,0092228;-0,0712052;0,0424286;-0,00103102;
0,0092328;-0,0757096;0,0468661;-0,000723041;
0,0092428;-0,0802108;0,0513008;-0,000415109;
0,0092528;-0,0847088;0,0557326;-0,000107239;
0,0092628;-0,0892033;0,0601611;0,000200555;
0,0092728;-0,093694;0,0645863;0,000508258;
0,0092828;-0,0981807;0,0690078;0,000815857;
0,0092928;-0,102663;0,0734255;0,00112334;
0,0093028;-0,107142;0,0778392;0,00143068;
0,0093128;-0,111615;0,0822487;0,00173788;
0,0093228;-0,116084;0,0866537;0,00204492;
0,0093328;-0,120548;0,091054;0,00235178;
0,0093428;-0,125006;0,0954494;0,00265845;
0,0093528;-0,12946;0,0998398;0,00296491;
0,0093628;-0,133907;0,104225;0,00327116;
0,0093728;-0,138349;0,108604;0,00357717;
0,0093828;-0,142784;0,112978;0,00388294;
0,0093928;-0,147213;0,117346;0,00418844;
0,0094028;-0,151636;0,121708;0,00449367;
0,0094128;-0,156052;0,126063;0,00479861;
0,0094228;-0,160461;0,130412;0,00510324;
0,0094328;-0,164863;0,134755;0,00540755;
0,0094428;-0,169258;0,13909;0,00571153;
0,0094528;-0,173645;0,143418;0,00601517;
0,0094628;-0,178024;0,147738;0,00631844;
0,0094728;-0,182395;0,152051;0,00662134;
0,0094828;-0,186758;0,156357;0,00692385;
0,0094928;-0,191113;0,160654;0,00722595;
0,0095028;-0,195459;0,164943;0,00752764;
0,0095128;-0,199796;0,169224;0,0078289;
0,0095228;-0,204125;0,173496;0,00812971;
0,0095328;-0,208444;0,177759;0,00843006;
0,0095428;-0,212753;0,182013;0,00872994;
0,0095528;-0,217053;0,186258;0,00902933;
0,0095628;-0,221343;0,190494;0,00932822;
0,0095728;-0,225623;0,19472;0,0096266;
0,0095828;-0,229893;0,198936;0,00992444;
0,0095928;-0,234153;0,203142;0,0102217;
0,0096028;-0,238401;0,207338;0,0105185;
0,0096128;-0,242639;0,211523;0,0108147;
0,0096228;-0,246866;0,215698;0,0111103;
0,0096328;-0,251082;0,219862;0,0114053;
0,0096428;-0,255286;0,224015;0,0116996;
0,0096528;-0,259478;0,228157;0,0119934;
0,0096628;-0,263659;0,232287;0,0122865;
0,0096728;-0,267827;0,236406;0,012579;
0,0096828;-0,271983;0,240513;0,0128708;
0,0096928;-0,276127;0,244607;0,0131619;
0,0097028;-0,280258;0,24869;0,0134523;
0,0097128;-0,284376;0,25276;0,013742;
0,0097228;-0,288481;0,256818;0,014031;
0,0097328;-0,292573;0,260863;0,0143193;
0,0097428;-0,296652;0,264895;0,0146068;
0,0097528;-0,300717;0,268913;0,0148936;
0,0097628;-0,304768;0,272918;0,0151796;
0,0097728;-0,308804;0,27691;0,0154647;
0,0097828;-0,312827;0,280888;0,0157491;
0,0097928;-0,316835;0,284852;0,0160327;
0,0098028;-0,320829;0,288802;0,0163155;
0,0098128;-0,324808;0,292738;0,0165974;
0,0098228;-0,328772;0,296659;0,0168785;
0,0098328;-0,332721;0,300565;0,0171587;
0,0098428;-0,336654;0,304456;0,017438;
0,0098528;-0,340572;0,308333;0,0177164;
0,0098628;-0,344474;0,312194;0,0179939;
0,0098728;-0,34836;0,31604;0,0182705;
0,0098828;-0,35223;0,31987;0,0185462;
0,0098928;-0,356084;0,323684;0,0188209;
0,0099028;-0,359921;0,327482;0,0190947;
0,0099128;-0,363742;0,331264;0,0193675;
0,0099228;-0,367545;0,33503;0,0196393;
0,0099328;-0,371332;0,338779;0,0199102;
0,0099428;-0,375102;0,342512;0,02018;
0,0099528;-0,378854;0,346227;0,0204488;
0,0099628;-0,382588;0,349926;0,0207166;
0,0099728;-0,386305;0,353607;0,0209833;
0,0099828;-0,390004;0,357271;0,021249;
0,0099928;-0,393685;0,360917;0,0215136;
0,0100028;-0,397347;0,364546;0,0217771;
0,0100128;-0,400991;0,368156;0,0220395;
0,0100228;-0,404617;0,371749;0,0223009;
0,0100328;-0,408223;0,375323;0,0225611;
0,0100428;-0,411811;0,378879;0,0228201;
0,0100528;-0,415379;0,382416;0,0230781;
0,0100628;-0,418929;0,385934;0,0233349;
0,0100728;-0,422458;0,389433;0,0235905;
0,0100828;-0,425968;0,392913;0,0238449;
0,0100928;-0,429459;0,396374;0,0240982;
0,0101028;-0,432929;0,399816;0,0243502;
0,0101128;-0,436379;0,403238;0,0246011;
0,0101228;-0,439809;0,40664;0,0248507;
0,0101328;-0,443218;0,410022;0,0250991;
0,0101428;-0,446607;0,413384;0,0253462;
0,0101528;-0,449975;0,416725;0,0255921;
0,0101628;-0,453321;0,420046;0,0258367;
0,0101728;-0,456647;0,423347;0,02608;
0,0101828;-0,459952;0,426627;0,0263221;
0,0101928;-0,463235;0,429886;0,0265628;
0,0102028;-0,466496;0,433124;0,0268022;
0,0102128;-0,469736;0,436341;0,0270403;
0,0102228;-0,472954;0,439536;0,0272771;
0,0102328;-0,476149;0,44271;0,0275125;
0,0102428;-0,479323;0,445862;0,0277465;
0,0102528;-0,482474;0,448992;0,0279792;
0,0102628;-0,485603;0,4521;0,0282105;
0,0102728;-0,488709;0,455186;0,0284404;
0,0102828;-0,491792;0,45825;0,0286689;
0,0102928;-0,494852;0,461292;0,028896;
0,0103028;-0,497889;0,464311;0,0291217;
0,0103128;-0,500903;0,467307;0,0293459;
0,0103228;-0,503893;0,47028;0,0295687;
0,0103328;-0,50686;0,473231;0,0297901;
0,0103428;-0,509803;0,476158;0,03001;
0,0103528;-0,512723;0,479062;0,0302284;
0,0103628;-0,515618;0,481942;0,0304453;
0,0103728;-0,518489;0,484799;0,0306608;
0,0103828;-0,521336;0,487633;0,0308747;
0,0103928;-0,524159;0,490442;0,0310871;
0,0104028;-0,526957;0,493228;0,031298;
0,0104128;-0,529731;0,495989;0,0315074;
0,0104228;-0,532479;0,498726;0,0317152;
0,0104328;-0,535203;0,501439;0,0319215;
0,0104428;-0,537902;0,504128;0,0321262;
0,0104528;-0,540576;0,506791;0,0323293;
0,0104628;-0,543224;0,50943;0,0325309;
0,0104728;-0,545847;0,512044;0,0327309;
0,0104828;-0,548445;0,514634;0,0329292;
0,0104928;-0,551016;0,517198;0,033126;
0,0105028;-0,553562;0,519736;0,0333212;
0,0105128;-0,556082;0,52225;0,0335147;
0,0105228;-0,558576;0,524738;0,0337066;
0,0105328;-0,561044;0,5272;0,0338968;
0,0105428;-0,563486;0,529637;0,0340854;
0,0105528;-0,565901;0,532048;0,0342723;
0,0105628;-0,56829;0,534433;0,0344576;
0,0105728;-0,570652;0,536791;0,0346412;
0,0105828;-0,572987;0,539124;0,0348231;
0,0105928;-0,575296;0,54143;0,0350033;
0,0106028;-0,577577;0,54371;0,0351818;
0,0106128;-0,579832;0,545964;0,0353586;
0,0106228;-0,582059;0,548191;0,0355337;
0,0106328;-0,584259;0,550391;0,0357071;
0,0106428;-0,586432;0,552564;0,0358787;
0,0106528;-0,588577;0,554711;0,0360486;
0,0106628;-0,590695;0,55683;0,0362167;
0,0106728;-0,592784;0,558922;0,036383;
0,0106828;-0,594847;0,560987;0,0365477;
0,0106928;-0,596881;0,563025;0,0367105;
0,0107028;-0,598887;0,565035;0,0368715;
0,0107128;-0,600865;0,567018;0,0370308;
0,0107228;-0,602815;0,568973;0,0371883;
0,0107328;-0,604737;0,5709;0,0373439;
0,0107428;-0,606631;0,5728;0,0374978;
0,0107528;-0,608496;0,574672;0,0376498;
0,0107628;-0,610332;0,576515;0,0378001;
0,0107728;-0,61214;0,578331;0,0379485;
0,0107828;-0,613919;0,580118;0,038095;
0,0107928;-0,615669;0,581878;0,0382397;
0,0108028;-0,617391;0,583609;0,0383826;
0,0108128;-0,619083;0,585311;0,0385236;
0,0108228;-0,620747;0,586985;0,0386627;
0,0108328;-0,622381;0,58863;0,0388;
0,0108428;-0,623986;0,590247;0,0389354;
0,0108528;-0,625562;0,591835;0,0390689;
0,0108628;-0,627108;0,593395;0,0392006;
0,0108728;-0,628625;0,594925;0,0393303;
0,0108828;-0,630113;0,596426;0,0394582;
0,0108928;-0,631571;0,597899;0,0395841;
0,0109028;-0,632999;0,599342;0,0397081;
0,0109128;-0,634398;0,600756;0,0398303;
0,0109228;-0,635767;0,602141;0,0399505;
0,0109328;-0,637106;0,603497;0,0400687;
0,0109428;-0,638415;0,604823;0,0401851;
0,0109528;-0,639694;0,60612;0,0402995;
0,0109628;-0,640943;0,607387;0,0404119;
0,0109728;-0,642162;0,608625;0,0405224;
0,0109828;-0,643351;0,609833;0,040631;
0,0109928;-0,64451;0,611012;0,0407376;
0,0110028;-0,645639;0,612161;0,0408423;
0,0110128;-0,646737;0,61328;0,0409449;
