time;V(/BiasOut)1;V(/VoutN)1;V(/VoutP)1
0,381303;-0,0296515;0,218602;-0,238623
0,381403;-0,026691;0,176067;-0,196088
0,381503;-0,0236603;0,132642;-0,152664
0,381603;-0,0205749;0,088537;-0,10856
0,381703;-0,0174505;0,0439611;-0,0639844
0,381803;-0,014303;-0,000872362;-0,0191513
0,381903;-0,0111484;-0,0457494;0,0257254
0,382003;-0,00800243;-0,0904558;0,0704316
0,382103;-0,00488118;-0,134778;0,114754
0,382203;-0,00180035;-0,178504;0,15848
0,382303;0,00122449;-0,221426;0,201402
0,382403;0,00417809;-0,263338;0,243315
0,382503;0,00704555;-0,304041;0,284018
0,382603;0,0098124;-0,343339;0,323317
0,382703;0,0124647;-0,381046;0,361024
0,382803;0,014989;-0,416981;0,39696
0,382903;0,0173726;-0,450973;0,430953
0,383003;0,0196035;-0,482859;0,46284
0,383103;0,0216703;-0,512487;0,492469
0,383203;0,0235625;-0,539716;0,519699
0,383303;0,0252706;-0,564415;0,5444
0,383403;0,0267857;-0,586467;0,566453
0,383503;0,0281002;-0,605766;0,585754
0,383603;0,0292072;-0,622221;0,60221
0,383703;0,0301011;-0,635752;0,615743
0,383803;0,0307769;-0,646296;0,626288
0,383903;0,0312313;-0,653801;0,633795
0,384003;0,0314615;-0,658231;0,638227
0,384103;0,0314661;-0,659567;0,639565
0,384203;0,0312448;-0,657801;0,6378
0,384303;0,0307983;-0,652941;0,632943
0,384403;0,0301286;-0,645012;0,625015
0,384503;0,0292386;-0,63405;0,614055
0,384603;0,0281324;-0,620109;0,600116
0,384703;0,026815;-0,603254;0,583263
0,384803;0,0252928;-0,583567;0,563577
0,384903;0,0235727;-0,561141;0,541153
0,385003;0,0216631;-0,536083;0,516096
0,385103;0,0195729;-0,508513;0,488528
0,385203;0,0173122;-0,478562;0,458579
0,385303;0,0148919;-0,446374;0,426393
0,385403;0,0123235;-0,412103;0,392123
0,385503;0,00961945;-0,375911;0,355932
0,385603;0,0067928;-0,337973;0,317995
0,385703;0,00385723;-0,298468;0,278491
0,385803;0,000826949;-0,257586;0,23761
0,385903;-0,00228331;-0,215521;0,195546
0,386003;-0,00545843;-0,172475;0,152501
0,386103;-0,00868293;-0,128654;0,10868
0,386203;-0,0119411;-0,0842655;0,0642928
0,386303;-0,0152169;-0,0395227;0,0195504
0,386403;-0,0184945;0,00536108;-0,0253332
0,386503;-0,0217576;0,0501715;-0,0701435
0,386603;-0,0249902;0,0946947;-0,114667
0,386703;-0,0281764;0,138718;-0,15869
0,386803;-0,0313005;0,182031;-0,202003
0,386903;-0,034347;0,224427;-0,2444
0,387003;-0,0373008;0,265704;-0,285677
0,387103;-0,040147;0,305664;-0,325638
0,387203;-0,0428716;0,344117;-0,364092
0,387303;-0,0454609;0,380879;-0,400855
0,387403;-0,0479017;0,415775;-0,435751
0,387503;-0,0501817;0,448638;-0,468615
0,387603;-0,0522893;0,47931;-0,499289
0,387703;-0,0542137;0,507646;-0,527626
0,387803;-0,0559448;0,533511;-0,553492
0,387903;-0,0574736;0,55678;-0,576763
0,388003;-0,058792;0,577343;-0,597327
0,388103;-0,0598928;0,595101;-0,615087
0,388203;-0,0607699;0,60997;-0,629957
0,388303;-0,0614182;0,621878;-0,641868
0,388403;-0,0618337;0,630769;-0,650761
0,388503;-0,0620134;0,636601;-0,656594
0,388603;-0,0619557;0,639345;-0,65934
0,388703;-0,0616598;0,638989;-0,658986
0,388803;-0,0611261;0,635533;-0,655532
0,388903;-0,0603562;0,628995;-0,648996
0,389003;-0,0593528;0,619406;-0,639409
0,389103;-0,0581196;0,606812;-0,626817
0,389203;-0,0566616;0,591272;-0,611279
0,389303;-0,0549846;0,572862;-0,59287
0,389403;-0,0530957;0,551668;-0,571678
0,389503;-0,0510027;0,527792;-0,547804
0,389603;-0,0487147;0,501348;-0,521362
0,389703;-0,0462414;0,472462;-0,492478
0,389803;-0,0435938;0,441273;-0,461291
0,389903;-0,0407832;0,407929;-0,427948
0,390003;-0,0378221;0,372589;-0,39261
0,390103;-0,0347236;0,335423;-0,355445
0,390203;-0,0315013;0,296607;-0,31663
0,390303;-0,0281696;0,256327;-0,276351
0,390403;-0,0247433;0,214775;-0,2348
0,390503;-0,0212377;0,17215;-0,192176
0,390603;-0,0176686;0,128655;-0,148682
0,390703;-0,0140518;0,0844985;-0,104526
0,390803;-0,0104036;0,0398904;-0,0599185
0,390903;-0,00674038;-0,00495592;-0,0150726
0,391003;-0,00307862;-0,0498263;0,0297975
0,391103;0,000565253;-0,0945066;0,0744776
0,391203;0,00417484;-0,138783;0,118754
0,391303;0,00773392;-0,182445;0,162416
0,391403;0,0112265;-0,225283;0,205255
0,391503;0,0146368;-0,267094;0,247066
0,391603;0,0179496;-0,307677;0,287649
0,391703;0,02115;-0,346838;0,326811
0,391803;0,0242237;-0,384391;0,364365
0,391903;0,0271568;-0,420156;0,400131
0,392003;0,0299363;-0,453963;0,433939
0,392103;0,0325498;-0,48565;0,465626
0,392203;0,0349856;-0,515066;0,495043
0,392303;0,0372331;-0,542069;0,522049
0,392403;0,0392821;-0,566533;0,546513
0,392503;0,0411239;-0,588339;0,568321
0,392603;0,0427503;-0,607383;0,587367
0,392703;0,0441543;-0,623575;0,60356
0,392803;0,04533;-0,636837;0,616824
0,392903;0,0462724;-0,647106;0,627095
0,393003;0,0469778;-0,654333;0,634323
0,393103;0,0474433;-0,658483;0,638475
0,393203;0,0476674;-0,659536;0,639531
0,393303;0,0476496;-0,657488;0,637485
0,393403;0,0473906;-0,652349;0,632347
0,393503;0,0468921;-0,644142;0,624142
0,393603;0,046157;-0,632907;0,612909
0,393703;0,0451893;-0,618697;0,598702
0,393803;0,0439941;-0,601582;0,581588
0,393903;0,0425775;-0,581641;0,561649
0,394003;0,0409466;-0,558971;0,538981
0,394103;0,0391095;-0,533679;0,513691
0,394203;0,0370755;-0,505887;0,4859
0,394303;0,0348544;-0,475727;0,455742
0,394403;0,0324572;-0,443344;0,42336
0,394503;0,0298954;-0,408891;0,388909
0,394603;0,0271816;-0,372533;0,352552
0,394703;0,0243288;-0,334444;0,314465
0,394803;0,0213508;-0,294806;0,274828
0,394903;0,0182619;-0,253808;0,233831
0,395003;0,0150768;-0,211646;0,19167
0,395103;0,0118109;-0,168521;0,148546
0,395203;0,00847969;-0,124639;0,104665
0,395303;0,00509905;-0,0802098;0,0602364
0,395403;0,00168504;-0,0354453;0,0154724
0,395503;-0,00174614;0,00944081;-0,0294133
0,395603;-0,00517827;0,054234;-0,0742062
0,395703;-0,00859513;0,0987206;-0,118693
0,395803;-0,0119806;0,142688;-0,16266
0,395903;-0,0153188;0,185926;-0,205898
0,396003;-0,0185941;0,228229;-0,248201
0,396103;-0,021791;0,269394;-0,289367
0,396203;-0,0248948;0,309225;-0,329199
0,396303;-0,0278909;0,347532;-0,367506
0,396403;-0,0307654;0,384132;-0,404106
0,396503;-0,0335051;0,418849;-0,438825
0,396603;-0,0360973;0,451519;-0,471496
0,396703;-0,0385302;0,481985;-0,501963
0,396803;-0,0407927;0,510102;-0,530081
0,396903;-0,0428744;0,535736;-0,555716
0,397003;-0,0447662;0,558763;-0,578745
0,397103;-0,0464595;0,579075;-0,599058
0,397203;-0,0479468;0,596574;-0,616558
0,397303;-0,0492219;0,611177;-0,631162
0,397403;-0,0502792;0,622813;-0,6428
0,397503;-0,0511144;0,631428;-0,651417
0,397603;-0,0517243;0,63698;-0,656971
0,397703;-0,0521067;0,639442;-0,659435
0,397803;-0,0522607;0,638804;-0,658798
0,397903;-0,0521862;0,635067;-0,655064
0,398003;-0,0518844;0,628251;-0,648249
0,398103;-0,0513578;0,618386;-0,638386
0,398203;-0,0506096;0,605522;-0,625523
0,398303;-0,0496442;0,589718;-0,609721
0,398403;-0,0484673;0,57105;-0,591056
0,398503;-0,0470854;0,549608;-0,569615
0,398603;-0,045506;0,525494;-0,545503
0,398703;-0,0437377;0,498823;-0,518833
0,398803;-0,0417897;0,469722;-0,489734
0,398903;-0,0396725;0,438331;-0,458344
0,399003;-0,0373972;0,404798;-0,424813
0,399103;-0,0349755;0,369286;-0,389302
0,399203;-0,0324201;0,331962;-0,351979
0,399303;-0,0297443;0,293005;-0,313024
0,399403;-0,0269618;0,252601;-0,272621
0,399503;-0,024087;0,210944;-0,230964
0,399603;-0,0211347;0,168231;-0,188253
0,399703;-0,01812;0,124668;-0,14469
0,399803;-0,0150584;0,080461;-0,100484
0,399903;-0,0119655;0,0358224;-0,0558459
0,400003;-0,00885723;-0,00903494;-0,0109889
0,400103;-0,00574949;-0,0538969;0,0338728
0,400203;-0,00265817;-0,0985492;0,078525
0,400303;0,000400887;-0,142779;0,122754
0,400403;0,00341201;-0,186374;0,16635
0,400503;0,00635976;-0,229127;0,209104
0,400603;0,009229;-0,270834;0,250811
0,400703;0,012005;-0,311296;0,291273
0,400803;0,0146734;-0,350319;0,330296
0,400903;0,0172204;-0,387716;0,367695
0,401003;0,0196329;-0,423311;0,40329
0,401103;0,0218983;-0,456931;0,436912
0,401203;0,0240047;-0,488418;0,468399
0,401303;0,0259412;-0,51762;0,497602
0,401403;0,0276974;-0,544398;0,524382
0,401503;0,029264;-0,568624;0,54861
0,401603;0,0306326;-0,590183;0,57017
0,401703;0,0317957;-0,608972;0,58896
0,401803;0,0327467;-0,6249;0,60489
0,401903;0,0334803;-0,637893;0,617884
0,402003;0,033992;-0,647887;0,62788
0,402103;0,0342786;-0,654835;0,63483
0,402203;0,0343377;-0,658704;0,638701
0,402303;0,0341682;-0,659476;0,639475
0,402403;0,0337703;-0,657146;0,637147
0,402503;0,0331448;-0,651727;0,631729
0,402603;0,0322942;-0,643243;0,623247
0,402703;0,0312216;-0,631735;0,611741
0,402803;0,0299315;-0,617259;0,597267
0,402903;0,0284294;-0,599882;0,579892
0,403003;0,0267217;-0,57969;0,559701
0,403103;0,0248159;-0,556776;0,53679
0,403203;0,0227206;-0,531252;0,511268
0,403303;0,0204451;-0,503239;0,483256
0,403403;0,0179997;-0,472871;0,45289
0,403503;0,0153956;-0,440293;0,420313
0,403603;0,0126448;-0,40566;0,385681
0,403703;0,00975977;-0,369138;0,34916
0,403803;0,00675398;-0,3309;0,310924
0,403903;0,00364133;-0,291131;0,271156
0,404003;0,000436293;-0,250019;0,230045
0,404103;-0,00284617;-0,207761;0,187788
0,404203;-0,00619071;-0,164559;0,144586
0,404303;-0,00958164;-0,120618;0,100647
0,404403;-0,013003;-0,07615;0,0561786
0,404503;-0,0164388;-0,0313656;0,0113946
0,404603;-0,0198726;0,0135208;-0,0334915
0,404703;-0,0232883;0,0582949;-0,0782655
0,404803;-0,0266698;0,102743;-0,122714
0,404903;-0,0300009;0,146653;-0,166623
0,405003;-0,0332657;0,189814;-0,209785
0,405103;-0,0364488;0,232022;-0,251993
0,405203;-0,0395349;0,273074;-0,293046
0,405303;-0,0425092;0,312774;-0,332746
0,405403;-0,0453575;0,350933;-0,370906
0,405503;-0,048066;0,387368;-0,407343
0,405603;-0,0506217;0,421907;-0,441882
0,405703;-0,0530121;0,454382;-0,474359
0,405803;-0,0552257;0,484641;-0,504618
0,405903;-0,0572516;0,512537;-0,532516
0,406003;-0,05908;0,537939;-0,557919
0,406103;-0,0607016;0,560723;-0,580705
0,406203;-0,0621085;0,580783;-0,600767
0,406303;-0,0632936;0,598022;-0,618007
0,406403;-0,0642508;0,612357;-0,632344
0,406503;-0,064975;0,623721;-0,64371
0,406603;-0,0654625;0,632059;-0,652049
0,406703;-0,0657102;0,637331;-0,657323
0,406803;-0,0657167;0,639512;-0,659506
0,406903;-0,0654811;0,638591;-0,658588
0,407003;-0,0650042;0,634574;-0,654572
0,407103;-0,0642875;0,627478;-0,647479
0,407203;-0,0633339;0,617339;-0,637341
0,407303;-0,0621471;0,604204;-0,624208
0,407403;-0,0607323;0,588137;-0,608143
0,407503;-0,0590955;0,569213;-0,589221
0,407603;-0,0572436;0,547523;-0,567533
0,407703;-0,0551849;0,523172;-0,543183
0,407803;-0,0529283;0,496274;-0,516288
0,407903;-0,0504837;0,466959;-0,486974
0,408003;-0,0478622;0,435367;-0,455384
0,408103;-0,0450752;0,401648;-0,421666
0,408203;-0,0421353;0,365963;-0,385983
0,408303;-0,0390555;0,328483;-0,348504
0,408403;-0,0358497;0,289387;-0,309409
0,408503;-0,0325323;0,248861;-0,268885
0,408603;-0,0291182;0,207099;-0,227124
0,408703;-0,0256226;0,164301;-0,184327
0,408803;-0,0220614;0,12067;-0,140697
0,408903;-0,0184505;0,0764156;-0,0964426
0,409003;-0,0148062;0,0317483;-0,0517759
0,409103;-0,0111449;-0,0131184;-0,00690966
0,409203;-0,00748293;-0,0579702;0,0379418
0,409303;-0,00383689;-0,102593;0,0825643
0,409403;-0,000223103;-0,146773;0,126745
0,409503;0,00334223;-0,190301;0,170272
0,409603;0,00684312;-0,232968;0,212939
0,409703;0,0102639;-0,274569;0,254542
0,409803;0,0135894;-0,314908;0,294881
0,409903;0,0168047;-0,353791;0,333764
0,410003;0,0198955;-0,391032;0,371006
0,410103;0,0228482;-0,426453;0,406428
0,410203;0,0256497;-0,459886;0,439862
0,410303;0,0282878;-0,491171;0,471148
0,410403;0,0307508;-0,520159;0,500137
0,410503;0,0330281;-0,54671;0,526689
0,410603;0,03511;-0,570698;0,550679
0,410703;0,0369874;-0,59201;0,571992
0,410803;0,0386525;-0,610542;0,590526
0,410903;0,0400984;-0,626206;0,606192
0,411003;0,0413192;-0,638928;0,618916
0,411103;0,0423101;-0,648647;0,628636
0,411203;0,0430674;-0,655317;0,635308
0,411303;0,0435884;-0,658905;0,638898
0,411403;0,0438718;-0,659395;0,639389
0,411503;0,043917;-0,656783;0,63678
0,411603;0,0437249;-0,651084;0,631082
0,411703;0,0432973;-0,642323;0,622323
0,411803;0,0426372;-0,630543;0,610545
0,411903;0,0417487;-0,6158;0,595804
0,412003;0,0406369;-0,598164;0,57817
0,412103;0,0393079;-0,57772;0,557727
0,412203;0,0377691;-0,554564;0,534574
0,412303;0,0360285;-0,528809;0,50882
0,412403;0,0340954;-0,500576;0,480589
0,412503;0,0319796;-0,470001;0,450015
0,412603;0,0296922;-0,437229;0,417245
0,412703;0,0272448;-0,402417;0,382435
0,412803;0,0246497;-0,365732;0,34575
0,412903;0,0219202;-0,327347;0,307367
0,413003;0,0190698;-0,287448;0,267469
0,413103;0,0161129;-0,246224;0,226246
0,413203;0,0130642;-0,203871;0,183895
0,413303;0,00993881;-0,160593;0,140617
0,413403;0,00675225;-0,116596;0,0966211
0,413503;0,00352027;-0,0720901;0,0521156
0,413603;0,000258803;-0,0272875;0,00731353
0,413703;-0,0030161;0,0175976;-0,0375712
0,413803;-0,00628835;0,062351;-0,0823243
0,413903;-0,00954192;0,106759;-0,126732
0,414003;-0,0127609;0,150609;-0,170582
0,414103;-0,0159295;0,193693;-0,213666
0,414203;-0,0190324;0,235803;-0,255777
0,414303;-0,0220543;0,27674;-0,296715
0,414403;-0,0249807;0,316308;-0,336283
0,414503;-0,0277974;0,354318;-0,374293
0,414603;-0,0304906;0,390588;-0,410564
0,414703;-0,0330474;0,424946;-0,444923
0,414803;-0,0354555;0,457226;-0,477204
0,414903;-0,0377032;0,487276;-0,507255
0,415003;-0,0397798;0,514951;-0,534931
0,415103;-0,0416754;0,540119;-0,560101
0,415203;-0,0433808;0,562661;-0,582644
0,415303;-0,0448881;0,582468;-0,602452
0,415403;-0,04619;0,599446;-0,619432
0,415503;-0,0472805;0,613514;-0,633501
0,415603;-0,0481545;0,624605;-0,644594
0,415703;-0,048808;0,632665;-0,652656
0,415803;-0,0492382;0,637657;-0,65765
0,415903;-0,0494431;0,639556;-0,659551
0,416003;-0,0494222;0,638354;-0,65835
0,416103;-0,0491757;0,634056;-0,654054
0,416203;-0,0487053;0,626682;-0,646682
0,416303;-0,0480136;0,616268;-0,63627
0,416403;-0,0471042;0,602864;-0,622868
0,416503;-0,0459819;0,586534;-0,606539
0,416603;-0,0446526;0,567355;-0,587361
0,416703;-0,0431231;0,545419;-0,565427
0,416803;-0,0414013;0,520831;-0,540841
0,416903;-0,0394958;0,493708;-0,51372
0,417003;-0,0374165;0,46418;-0,484194
0,417103;-0,0351738;0,432388;-0,452403
0,417203;-0,032779;0,398483;-0,4185
0,417303;-0,0302444;0,362628;-0,382646
0,417403;-0,0275826;0,324994;-0,345013
0,417503;-0,0248072;0,28576;-0,30578
0,417603;-0,021932;0,245114;-0,265135
0,417703;-0,0189716;0,20325;-0,223272
0,417803;-0,015941;0,160367;-0,18039
0,417903;-0,0128553;0,116671;-0,136695
0,418003;-0,00973024;0,0723703;-0,0923943
0,418103;-0,00658149;0,0276761;-0,0477006
0,418203;-0,003425;-0,017198;-0,00282677
0,418303;-0,000276718;-0,0620378;0,0420128
0,418403;0,0028474;-0,106629;0,086604
0,418503;0,00593152;-0,150759;0,130734
0,418603;0,00895996;-0,194217;0,174192
0,418703;0,0119173;-0,236795;0,21677
0,418803;0,0147885;-0,27829;0,258266
0,418903;0,0175587;-0,318504;0,29848
0,419003;0,0202139;-0,357245;0,337222
0,419103;0,0227402;-0,394328;0,374306
0,419203;0,0251247;-0,429575;0,409554
0,419303;0,0273549;-0,462819;0,4428
0,419403;0,029419;-0,493901;0,473883
0,419503;0,0313063;-0,522673;0,502655
0,419603;0,0330066;-0,548996;0,52898
0,419703;0,0345107;-0,572746;0,552731
0,419803;0,0358105;-0,593808;0,573795
0,419903;0,0368986;-0,612083;0,592072
0,420003;0,0377687;-0,627483;0,607473
0,420103;0,0384157;-0,639935;0,619926
0,420203;0,0388354;-0,649378;0,629372
0,420303;0,0390247;-0,655769;0,635764
0,420403;0,0389816;-0,659075;0,639073
0,420503;0,0387054;-0,659283;0,639282
0,420603;0,0381961;-0,65639;0,636391
0,420703;0,0374553;-0,650411;0,630414
0,420803;0,0364854;-0,641374;0,621379
0,420903;0,0352899;-0,629322;0,609329
0,421003;0,0338736;-0,614312;0,594321
0,421103;0,0322423;-0,596418;0,576428
0,421203;0,0304026;-0,575723;0,555735
0,421303;0,0283623;-0,552326;0,53234
0,421403;0,0261303;-0,52634;0,506356
0,421503;0,0237161;-0,497889;0,477906
0,421603;0,0211304;-0,467108;0,447127
0,421703;0,0183846;-0,434144;0,414164
0,421803;0,0154908;-0,399155;0,379177
0,421903;0,0124619;-0,362307;0,342331
0,422003;0,00931147;-0,323778;0,303802
0,422103;0,00605373;-0,28375;0,263776
0,422203;0,00270335;-0,242415;0,222442
0,422303;-0,000724521;-0,19997;0,179998
0,422403;-0,00421433;-0,156618;0,136646
0,422503;-0,0077502;-0,112566;0,092595
0,422603;-0,011316;-0,0680241;0,0480538
0,422703;-0,0148955;-0,0232053;0,00323527
0,422803;-0,0184724;0,0216767;-0,0416464
0,422903;-0,0220301;0,0664074;-0,086377
0,423003;-0,0255525;0,110773;-0,130743
0,423103;-0,0290233;0,154562;-0,174532
0,423203;-0,0324266;0,197566;-0,217536
0,423303;-0,0357468;0,239578;-0,259548
0,423403;-0,0389684;0,280399;-0,30037
0,423503;-0,0420768;0,319833;-0,339804
0,423603;-0,0450576;0,357692;-0,377664
0,423703;-0,0478969;0,393795;-0,413768
0,423803;-0,0505817;0,42797;-0,447944
0,423903;-0,0530996;0,460054;-0,480029
0,424003;-0,055439;0,489893;-0,50987
0,424103;-0,057589;0,517346;-0,537323
0,424203;-0,0595396;0,54228;-0,562259
0,424303;-0,061282;0,564577;-0,584558
0,424403;-0,0628079;0,584131;-0,604113
0,424503;-0,0641103;0,600847;-0,620831
0,424603;-0,0651832;0,614647;-0,634633
0,424703;-0,0660217;0,625464;-0,645452
0,424803;-0,0666217;0,633247;-0,653237
0,424903;-0,0669807;0,637958;-0,65795
0,425003;-0,0670969;0,639576;-0,659569
0,425103;-0,0669697;0,638091;-0,658087
0,425203;-0,0665999;0,633512;-0,65351
0,425303;-0,065989;0,625861;-0,64586
0,425403;-0,0651399;0,615173;-0,635174
0,425503;-0,0640567;0,6015;-0,621503
0,425603;-0,0627442;0,584907;-0,604912
0,425703;-0,0612086;0,565473;-0,58548
0,425803;-0,0594571;0,543291;-0,5633
0,425903;-0,0574976;0,518468;-0,538478
0,426003;-0,0553394;0,491121;-0,511133
0,426103;-0,0529923;0,461381;-0,481395
0,426203;-0,0504674;0,42939;-0,449406
0,426303;-0,0477762;0,395302;-0,415319
0,426403;-0,0449312;0,359278;-0,379296
0,426503;-0,0419455;0,32149;-0,34151
0,426603;-0,038833;0,28212;-0,302141
0,426703;-0,0356079;0,241355;-0,261377
0,426803;-0,0322853;0,19939;-0,219413
0,426903;-0,0288803;0,156425;-0,176449
0,427003;-0,0254087;0,112665;-0,13269
0,427103;-0,0218864;0,0683193;-0,0883453
0,427203;-0,0183296;0,0235998;-0,0436264
0,427303;-0,0147547;-0,0212801;0,00125308
0,427403;-0,0111779;-0,0661062;0,0460788
0,427503;-0,00761572;-0,110664;0,0906368
0,427603;-0,00408437;-0,154742;0,134714
0,427703;-0,000599938;-0,198128;0,178101
0,427803;0,00282171;-0,240616;0,220589
0,427903;0,00616506;-0,282003;0,261976
0,428003;0,00941496;-0,322091;0,302065
0,428103;0,0125568;-0,360689;0,340663
0,428203;0,0155763;-0,397612;0,377587
0,428303;0,0184602;-0,432684;0,41266
0,428403;0,0211954;-0,465739;0,445715
0,428503;0,0237698;-0,496617;0,476594
0,428603;0,0261721;-0,525171;0,50515
0,428703;0,0283919;-0,551265;0,531246
0,428803;0,0304194;-0,574775;0,554757
0,428903;0,0322459;-0,595588;0,575571
0,429003;0,0338639;-0,613605;0,59359
0,429103;0,0352664;-0,62874;0,608726
0,429203;0,0364479;-0,64092;0,620908
0,429303;0,0374038;-0,650088;0,630077
0,429403;0,0381305;-0,656199;0,63619
0,429503;0,0386256;-0,659225;0,639218
0,429603;0,0388877;-0,65915;0,639145
0,429703;0,0389168;-0,655976;0,635973
0,429803;0,0387137;-0,649718;0,629716
0,429903;0,0382805;-0,640404;0,620405
0,430003;0,0376203;-0,628081;0,608083
0,430103;0,0367372;-0,612806;0,59281
0,430203;0,0356367;-0,594653;0,574659
0,430303;0,0343251;-0,573708;0,553716
0,430403;0,0328096;-0,550072;0,530081
0,430503;0,0310986;-0,523856;0,503867
0,430603;0,0292012;-0,495187;0,4752
0,430703;0,0271277;-0,464201;0,444216
0,430803;0,024889;-0,431047;0,411063
0,430903;0,0224967;-0,395882;0,375899
0,431003;0,0199634;-0,358874;0,338893
0,431103;0,0173022;-0,3202;0,30022
0,431203;0,0145268;-0,280046;0,260067
0,431303;0,0116514;-0,238601;0,218624
0,431403;0,00869085;-0,196066;0,176089
0,431503;0,00566016;-0,152641;0,132665
0,431603;0,00257479;-0,108536;0,0885606
0,431703;-0,000549562;-0,0639602;0,0439853
0,431803;-0,00369706;-0,0191267;-0,000847774
0,431903;-0,00685175;0,0257503;-0,0457245
0,432003;-0,00999767;0,0704567;-0,0904307
0,432103;-0,0131189;0,114779;-0,134753
0,432203;-0,0161997;0,158505;-0,178479
0,432303;-0,0192246;0,201427;-0,221401
0,432403;-0,0221782;0,243339;-0,263314
0,432503;-0,0250456;0,284042;-0,304017
0,432603;-0,0278125;0,32334;-0,343316
0,432703;-0,0304648;0,361047;-0,381023
0,432803;-0,0329891;0,396982;-0,416959
0,432903;-0,0353727;0,430974;-0,450952
0,433003;-0,0376036;0,46286;-0,482839
0,433103;-0,0396704;0,492488;-0,512468
0,433203;-0,0415626;0,519716;-0,539698
0,433303;-0,0432707;0,544416;-0,564399
0,433403;-0,0447858;0,566468;-0,586452
0,433503;-0,0461003;0,585767;-0,605753
0,433603;-0,0472073;0,602222;-0,622209
0,433703;-0,0481012;0,615753;-0,635742
0,433803;-0,048777;0,626296;-0,646287
0,433903;-0,0492314;0,633801;-0,653794
0,434003;-0,0494616;0,638232;-0,658226
0,434103;-0,0494662;0,639568;-0,659564
0,434203;-0,0492449;0,637802;-0,657799
0,434303;-0,0487984;0,632942;-0,652942
0,434403;-0,0481287;0,625013;-0,645014
0,434503;-0,0472387;0,614051;-0,634055
0,434603;-0,0461325;0,60011;-0,620115
0,434703;-0,0448151;0,583255;-0,603262
0,434803;-0,0432929;0,563568;-0,583576
0,434903;-0,0415728;0,541141;-0,561152
0,435003;-0,0396632;0,516083;-0,536095
0,435103;-0,037573;0,488513;-0,508527
0,435203;-0,0353123;0,458563;-0,478578
0,435303;-0,032892;0,426375;-0,446392
0,435403;-0,0303236;0,392104;-0,412122
0,435503;-0,0276196;0,355912;-0,375932
0,435603;-0,0247929;0,317974;-0,337994
0,435703;-0,0218573;0,278469;-0,29849
0,435803;-0,0188271;0,237587;-0,257609
0,435903;-0,0157168;0,195522;-0,215546
0,436003;-0,0125417;0,152476;-0,172501
0,436103;-0,00931717;0,108655;-0,12868
0,436203;-0,00605903;0,0642664;-0,0842919
0,436303;-0,00278317;0,0195236;-0,0395495
0,436403;0,000494354;-0,0253602;0,00533406
0,436503;0,00375746;-0,0701706;0,0501444
0,436603;0,0069901;-0,114694;0,0946675
0,436703;0,0101763;-0,158717;0,138691
0,436803;0,0133004;-0,20203;0,182004
0,436903;0,0163469;-0,244426;0,224401
0,437003;0,0193007;-0,285703;0,265678
0,437103;0,0221469;-0,325663;0,305639
0,437203;0,0248715;-0,364116;0,344093
0,437303;0,0274608;-0,400878;0,380856
0,437403;0,0299016;-0,435774;0,415752
0,437503;0,0321816;-0,468637;0,448616
0,437603;0,0342892;-0,499309;0,47929
0,437703;0,0362136;-0,527645;0,507627
0,437803;0,0379447;-0,55351;0,533493
0,437903;0,0394735;-0,576779;0,556764
0,438003;0,0407919;-0,597342;0,577328
0,438103;0,0418927;-0,6151;0,595088
0,438203;0,0427698;-0,629969;0,609958
0,438303;0,0434181;-0,641877;0,621869
0,438403;0,0438336;-0,650769;0,630762
0,438503;0,0440133;-0,6566;0,636595
0,438603;0,0439556;-0,659344;0,639341
0,438703;0,0436597;-0,658988;0,638987
0,438803;0,043126;-0,655532;0,635533
0,438903;0,0423561;-0,648995;0,628997
0,439003;0,0413527;-0,639406;0,61941
0,439103;0,0401195;-0,626811;0,606818
0,439203;0,0386615;-0,611271;0,59128
0,439303;0,0369845;-0,592861;0,572871
0,439403;0,0350956;-0,571667;0,551679
0,439503;0,0330026;-0,547791;0,527805
0,439603;0,0307146;-0,521347;0,501363
0,439703;0,0282413;-0,492462;0,472479
0,439803;0,0255937;-0,461272;0,441291
0,439903;0,0227831;-0,427928;0,407949
0,440003;0,019822;-0,392588;0,372611
0,440103;0,0167235;-0,355422;0,335445
0,440203;0,0135012;-0,316606;0,296631
0,440303;0,0101695;-0,276326;0,256352
0,440403;0,00674319;-0,234774;0,214801
0,440503;0,00323763;-0,192149;0,172177
0,440603;-0,000331542;-0,148654;0,128683
0,440703;-0,00394833;-0,104498;0,0845269
0,440803;-0,00759651;-0,0598895;0,0399194
0,440903;-0,0112597;-0,0150432;-0,0049265
0,441003;-0,0149215;0,0298272;-0,0497966
0,441103;-0,0185654;0,0745075;-0,0944767
0,441203;-0,0221749;0,118784;-0,138753
0,441303;-0,025734;0,162446;-0,182415
0,441403;-0,0292266;0,205284;-0,225254
0,441503;-0,0326369;0,247095;-0,267065
0,441603;-0,0359497;0,287677;-0,307648
0,441703;-0,0391501;0,326839;-0,34681
0,441803;-0,0422238;0,364392;-0,384364
0,441903;-0,0451569;0,400157;-0,42013
0,442003;-0,0479364;0,433964;-0,453938
0,442103;-0,0505499;0,465651;-0,485626
0,442203;-0,0529857;0,495066;-0,515042
0,442303;-0,0552332;0,52207;-0,542048
0,442403;-0,0572823;0,546534;-0,566512
0,442503;-0,059124;0,56834;-0,58832
0,442603;-0,0607504;0,587384;-0,607366
0,442703;-0,0621544;0,603576;-0,623559
0,442803;-0,0633301;0,616838;-0,636823
