time;V(/Bias_Out)1;V(/VoutN)1;V(/VoutP)1;
0,104873;2,50619;2,49556;2,49688;
0,104883;2,50619;2,49556;2,49688;
0,104893;2,50619;2,49556;2,49688;
0,104903;2,50619;2,49556;2,49688;
0,104913;2,50619;2,49556;2,49688;
0,104923;2,50619;2,49556;2,49688;
0,104933;2,50619;2,49556;2,49688;
0,104943;2,50619;2,49556;2,49688;
0,104953;2,50619;2,49556;2,49688;
0,104963;2,50619;2,49556;2,49688;
0,104973;2,50619;2,49556;2,49688;
0,104983;2,50619;2,49556;2,49688;
0,104993;2,50619;2,49556;2,49687;
0,105003;2,50619;2,49556;2,49687;
0,105013;2,50619;2,49556;2,49687;
0,105023;2,50619;2,49556;2,49687;
0,105033;2,50619;2,49556;2,49687;
0,105043;2,50619;2,49556;2,49687;
0,105053;2,50619;2,49556;2,49687;
0,105063;2,50619;2,49556;2,49687;
0,105073;2,50619;2,49556;2,49687;
0,105083;2,50619;2,49556;2,49687;
0,105093;2,50619;2,49556;2,49687;
0,105103;2,50619;2,49557;2,49687;
0,105113;2,50619;2,49557;2,49687;
0,105123;2,50619;2,49557;2,49687;
0,105133;2,50619;2,49557;2,49687;
0,105143;2,50619;2,49557;2,49687;
0,105153;2,50619;2,49557;2,49686;
0,105163;2,50619;2,49557;2,49686;
0,105173;2,50619;2,49557;2,49686;
0,105183;2,50619;2,49557;2,49686;
0,105193;2,50619;2,49557;2,49686;
0,105203;2,50619;2,49557;2,49686;
0,105213;2,50619;2,49557;2,49686;
0,105223;2,50619;2,49557;2,49686;
0,105233;2,50619;2,49557;2,49686;
0,105243;2,50619;2,49557;2,49686;
0,105253;2,50619;2,49557;2,49686;
0,105263;2,50619;2,49557;2,49686;
0,105273;2,50619;2,49557;2,49686;
0,105283;2,50619;2,49557;2,49686;
0,105293;2,50619;2,49557;2,49686;
0,105303;2,50619;2,49557;2,49685;
0,105313;2,50619;2,49557;2,49685;
0,105323;2,50619;2,49557;2,49685;
0,105333;2,50619;2,49557;2,49685;
0,105343;2,50619;2,49558;2,49685;
0,105353;2,50619;2,49558;2,49685;
0,105363;2,50619;2,49558;2,49685;
0,105373;2,50619;2,49558;2,49685;
0,105383;2,50619;2,49558;2,49685;
0,105393;2,50619;2,49558;2,49685;
0,105403;2,50619;2,49558;2,49685;
0,105413;2,50619;2,49558;2,49685;
0,105423;2,50619;2,49558;2,49685;
0,105433;2,50619;2,49558;2,49685;
0,105443;2,50619;2,49558;2,49684;
0,105453;2,50619;2,49558;2,49684;
0,105463;2,50619;2,49558;2,49684;
0,105473;2,50619;2,49558;2,49684;
0,105483;2,50619;2,49558;2,49684;
0,105493;2,50619;2,49558;2,49684;
0,105503;2,50619;2,49558;2,49684;
0,105513;2,50619;2,49558;2,49684;
0,105523;2,50619;2,49558;2,49684;
0,105533;2,50619;2,49558;2,49684;
0,105543;2,50619;2,49558;2,49684;
0,105553;2,50619;2,49559;2,49684;
0,105563;2,50619;2,49559;2,49684;
0,105573;2,50619;2,49559;2,49683;
0,105583;2,50619;2,49559;2,49683;
0,105593;2,50619;2,49559;2,49683;
0,105603;2,50619;2,49559;2,49683;
0,105613;2,50619;2,49559;2,49683;
0,105623;2,50619;2,49559;2,49683;
0,105633;2,50619;2,49559;2,49683;
0,105643;2,50619;2,49559;2,49683;
0,105653;2,50619;2,49559;2,49683;
0,105663;2,50619;2,49559;2,49683;
0,105673;2,50619;2,49559;2,49683;
0,105683;2,50619;2,49559;2,49683;
0,105693;2,50619;2,49559;2,49683;
0,105703;2,50619;2,49559;2,49682;
